"ID"	"Expanded Description"	
"10032"	"Canada - Other - Aerodrome operator"	
"11032"	"Canada - Other - ATM equipment maintenance organisation"	
"9032"	"Canada - Other - Air Navigation Service Provider"	
"12032"	"Canada - Other - Apron Management Service Provider"	
"8032"	"Canada - Other - Maintenance organisation"	
"6032"	"Canada - Other - Aircraft operator"	
"1032"	"Canada - TSB"	
"33"	"Cape Verde"	
"1033"	"Cape Verde - AIB"	
"2033"	"Cape Verde - CAA"	
"5033"	"Cape Verde - Other"	
"100167"	"Cape Verde - Other - Production organisation"	
"100375"	"Cape Verde - Other - Flight Crew Training organisation"	
"100583"	"Cape Verde - Other - Flight Information Service Provider"	
"100791"	"Cape Verde - Other - Continuous airworthiness monitoring organisation"	
"100999"	"Cape Verde - Other - Ground handling organisation"	
"101207"	"Cape Verde - Other - Individuals"	
"7033"	"Cape Verde - Other - Design organisation"	
"10033"	"Cape Verde - Other - Aerodrome operator"	
"11033"	"Cape Verde - Other - ATM equipment maintenance organisation"	
"9033"	"Cape Verde - Other - Air Navigation Service Provider"	
"12033"	"Cape Verde - Other - Apron Management Service Provider"	
"8033"	"Cape Verde - Other - Maintenance organisation"	
"6033"	"Cape Verde - Other - Aircraft operator"	
"100024"	"Cayman Islands"	
"100053"	"Cayman Islands - AIB"	
"100054"	"Cayman Islands - CAA"	
"100055"	"Cayman Islands - Other"	
"100168"	"Cayman Islands - Other - Production organisation"	
"100376"	"Cayman Islands - Other - Flight Crew Training organisation"	
"100584"	"Cayman Islands - Other - Flight Information Service Provider"	
"100792"	"Cayman Islands - Other - Continuous airworthiness monitoring organisation"	
"101000"	"Cayman Islands - Other - Ground handling organisation"	
"101208"	"Cayman Islands - Other - Individuals"	
"100056"	"Cayman Islands - Other - Design organisation"	
"100057"	"Cayman Islands - Other - Aerodrome operator"	
"100058"	"Cayman Islands - Other - ATM equipment maintenance organisation"	
"100059"	"Cayman Islands - Other - Air Navigation Service Provider"	
"100060"	"Cayman Islands - Other - Apron Management Service Provider"	
"100061"	"Cayman Islands - Other - Maintenance organisation"	
"100062"	"Cayman Islands - Other - Aircraft operator"	
"34"	"Central African Republic"	
"1034"	"Central African Republic - AIB"	
"2034"	"Central African Republic - CAA"	
"5034"	"Central African Republic - Other"	
"100169"	"Central African Republic - Other - Production organisation"	
"100377"	"Central African Republic - Other - Flight Crew Training organisation"	
"100585"	"Central African Republic - Other - Flight Information Service Provider"	
"100793"	"Central African Republic - Other - Continuous airworthiness monitoring organisation"	
"101001"	"Central African Republic - Other - Ground handling organisation"	
"101209"	"Central African Republic - Other - Individuals"	
"7034"	"Central African Republic - Other - Design organisation"	
"10034"	"Central African Republic - Other - Aerodrome operator"	
"11034"	"Central African Republic - Other - ATM equipment maintenance organisation"	
"9034"	"Central African Republic - Other - Air Navigation Service Provider"	
"12034"	"Central African Republic - Other - Apron Management Service Provider"	
"8034"	"Central African Republic - Other - Maintenance organisation"	
"6034"	"Central African Republic - Other - Aircraft operator"	
"35"	"Chad"	
"1035"	"Chad - AIB"	
"2035"	"Chad - CAA"	
"5035"	"Chad - Other"	
"100170"	"Chad - Other - Production organisation"	
"100378"	"Chad - Other - Flight Crew Training organisation"	
"100586"	"Chad - Other - Flight Information Service Provider"	
"100794"	"Chad - Other - Continuous airworthiness monitoring organisation"	
"101002"	"Chad - Other - Ground handling organisation"	
"101210"	"Chad - Other - Individuals"	
"7035"	"Chad - Other - Design organisation"	
"10035"	"Chad - Other - Aerodrome operator"	
"11035"	"Chad - Other - ATM equipment maintenance organisation"	
"9035"	"Chad - Other - Air Navigation Service Provider"	
"12035"	"Chad - Other - Apron Management Service Provider"	
"8035"	"Chad - Other - Maintenance organisation"	
"6035"	"Chad - Other - Aircraft operator"	
"36"	"Chile"	
"2036"	"Chile - CAA"	
"1036"	"Chile - DPA"	
"5036"	"Chile - Other"	
"100171"	"Chile - Other - Production organisation"	
"100379"	"Chile - Other - Flight Crew Training organisation"	
"100587"	"Chile - Other - Flight Information Service Provider"	
"100795"	"Chile - Other - Continuous airworthiness monitoring organisation"	
"101003"	"Chile - Other - Ground handling organisation"	
"101211"	"Chile - Other - Individuals"	
"7036"	"Chile - Other - Design organisation"	
"10036"	"Chile - Other - Aerodrome operator"	
"11036"	"Chile - Other - ATM equipment maintenance organisation"	
"9036"	"Chile - Other - Air Navigation Service Provider"	
"12036"	"Chile - Other - Apron Management Service Provider"	
"8036"	"Chile - Other - Maintenance organisation"	
"6036"	"Chile - Other - Aircraft operator"	
"37"	"China"	
"1037"	"China - AIB"	
"2037"	"China - CAA"	
"5037"	"China - Other"	
"100172"	"China - Other - Production organisation"	
"100380"	"China - Other - Flight Crew Training organisation"	
"100588"	"China - Other - Flight Information Service Provider"	
"100796"	"China - Other - Continuous airworthiness monitoring organisation"	
"101004"	"China - Other - Ground handling organisation"	
"101212"	"China - Other - Individuals"	
"7037"	"China - Other - Design organisation"	
"10037"	"China - Other - Aerodrome operator"	
"11037"	"China - Other - ATM equipment maintenance organisation"	
"9037"	"China - Other - Air Navigation Service Provider"	
"12037"	"China - Other - Apron Management Service Provider"	
"8037"	"China - Other - Maintenance organisation"	
"6037"	"China - Other - Aircraft operator"	
"38"	"Colombia"	
"1038"	"Colombia - AIB"	
"2038"	"Colombia - CAA"	
"5038"	"Colombia - Other"	
"100173"	"Colombia - Other - Production organisation"	
"100381"	"Colombia - Other - Flight Crew Training organisation"	
"100589"	"Colombia - Other - Flight Information Service Provider"	
"100797"	"Colombia - Other - Continuous airworthiness monitoring organisation"	
"101005"	"Colombia - Other - Ground handling organisation"	
"101213"	"Colombia - Other - Individuals"	
"7038"	"Colombia - Other - Design organisation"	
"10038"	"Colombia - Other - Aerodrome operator"	
"11038"	"Colombia - Other - ATM equipment maintenance organisation"	
"9038"	"Colombia - Other - Air Navigation Service Provider"	
"12038"	"Colombia - Other - Apron Management Service Provider"	
"8038"	"Colombia - Other - Maintenance organisation"	
"6038"	"Colombia - Other - Aircraft operator"	
"39"	"Comoros"	
"1039"	"Comoros - AIB"	
"2039"	"Comoros - CAA"	
"5039"	"Comoros - Other"	
"100174"	"Comoros - Other - Production organisation"	
"100382"	"Comoros - Other - Flight Crew Training organisation"	
"100590"	"Comoros - Other - Flight Information Service Provider"	
"100798"	"Comoros - Other - Continuous airworthiness monitoring organisation"	
"101006"	"Comoros - Other - Ground handling organisation"	
"101214"	"Comoros - Other - Individuals"	
"7039"	"Comoros - Other - Design organisation"	
"10039"	"Comoros - Other - Aerodrome operator"	
"11039"	"Comoros - Other - ATM equipment maintenance organisation"	
"9039"	"Comoros - Other - Air Navigation Service Provider"	
"12039"	"Comoros - Other - Apron Management Service Provider"	
"8039"	"Comoros - Other - Maintenance organisation"	
"6039"	"Comoros - Other - Aircraft operator"	
"40"	"Congo"	
"1040"	"Congo - AIB"	
"2040"	"Congo - CAA"	
"5040"	"Congo - Other"	
"100175"	"Congo - Other - Production organisation"	
"100383"	"Congo - Other - Flight Crew Training organisation"	
"100591"	"Congo - Other - Flight Information Service Provider"	
"100799"	"Congo - Other - Continuous airworthiness monitoring organisation"	
"101007"	"Congo - Other - Ground handling organisation"	
"101215"	"Congo - Other - Individuals"	
"7040"	"Congo - Other - Design organisation"	
"10040"	"Congo - Other - Aerodrome operator"	
"11040"	"Congo - Other - ATM equipment maintenance organisation"	
"9040"	"Congo - Other - Air Navigation Service Provider"	
"12040"	"Congo - Other - Apron Management Service Provider"	
"8040"	"Congo - Other - Maintenance organisation"	
"6040"	"Congo - Other - Aircraft operator"	
"41"	"Congo, Democratic Republic of the"	
"1041"	"Congo, Democratic Republic of the - AIB"	
"2041"	"Congo, Democratic Republic of the - CAA"	
"5041"	"Congo, Democratic Republic of the - Other"	
"100176"	"Congo, Democratic Republic of the - Other - Production organisation"	
"100384"	"Congo, Democratic Republic of the - Other - Flight Crew Training organisation"	
"100592"	"Congo, Democratic Republic of the - Other - Flight Information Service Provider"	
"100800"	"Congo, Democratic Republic of the - Other - Continuous airworthiness monitoring organisation"	
"101008"	"Congo, Democratic Republic of the - Other - Ground handling organisation"	
"101216"	"Congo, Democratic Republic of the - Other - Individuals"	
"7041"	"Congo, Democratic Republic of the - Other - Design organisation"	
"10041"	"Congo, Democratic Republic of the - Other - Aerodrome operator"	
"11041"	"Congo, Democratic Republic of the - Other - ATM equipment maintenance organisation"	
"9041"	"Congo, Democratic Republic of the - Other - Air Navigation Service Provider"	
"12041"	"Congo, Democratic Republic of the - Other - Apron Management Service Provider"	
"8041"	"Congo, Democratic Republic of the - Other - Maintenance organisation"	
"6041"	"Congo, Democratic Republic of the - Other - Aircraft operator"	
"42"	"Costa Rica"	
"1042"	"Costa Rica - AIB"	
"2042"	"Costa Rica - CAA"	
"5042"	"Costa Rica - Other"	
"100177"	"Costa Rica - Other - Production organisation"	
"100385"	"Costa Rica - Other - Flight Crew Training organisation"	
"100593"	"Costa Rica - Other - Flight Information Service Provider"	
"100801"	"Costa Rica - Other - Continuous airworthiness monitoring organisation"	
"101009"	"Costa Rica - Other - Ground handling organisation"	
"101217"	"Costa Rica - Other - Individuals"	
"7042"	"Costa Rica - Other - Design organisation"	
"10042"	"Costa Rica - Other - Aerodrome operator"	
"11042"	"Costa Rica - Other - ATM equipment maintenance organisation"	
"9042"	"Costa Rica - Other - Air Navigation Service Provider"	
"12042"	"Costa Rica - Other - Apron Management Service Provider"	
"8042"	"Costa Rica - Other - Maintenance organisation"	
"6042"	"Costa Rica - Other - Aircraft operator"	
"43"	"Croatia"	
"1043"	"Croatia - AIB"	
"2043"	"Croatia - CAA"	
"5043"	"Croatia - Other"	
"100178"	"Croatia - Other - Production organisation"	
"100386"	"Croatia - Other - Flight Crew Training organisation"	
"100594"	"Croatia - Other - Flight Information Service Provider"	
"100802"	"Croatia - Other - Continuous airworthiness monitoring organisation"	
"101010"	"Croatia - Other - Ground handling organisation"	
"101218"	"Croatia - Other - Individuals"	
"7043"	"Croatia - Other - Design organisation"	
"10043"	"Croatia - Other - Aerodrome operator"	
"11043"	"Croatia - Other - ATM equipment maintenance organisation"	
"9043"	"Croatia - Other - Air Navigation Service Provider"	
"12043"	"Croatia - Other - Apron Management Service Provider"	
"8043"	"Croatia - Other - Maintenance organisation"	
"6043"	"Croatia - Other - Aircraft operator"	
"44"	"Cuba"	
"1044"	"Cuba - AIB"	
"2044"	"Cuba - CAA"	
"5044"	"Cuba - Other"	
"100179"	"Cuba - Other - Production organisation"	
"100387"	"Cuba - Other - Flight Crew Training organisation"	
"100595"	"Cuba - Other - Flight Information Service Provider"	
"100803"	"Cuba - Other - Continuous airworthiness monitoring organisation"	
"101011"	"Cuba - Other - Ground handling organisation"	
"101219"	"Cuba - Other - Individuals"	
"7044"	"Cuba - Other - Design organisation"	
"10044"	"Cuba - Other - Aerodrome operator"	
"11044"	"Cuba - Other - ATM equipment maintenance organisation"	
"9044"	"Cuba - Other - Air Navigation Service Provider"	
"12044"	"Cuba - Other - Apron Management Service Provider"	
"8044"	"Cuba - Other - Maintenance organisation"	
"6044"	"Cuba - Other - Aircraft operator"	
"45"	"Cyprus"	
"1045"	"Cyprus - AIIB"	
"2045"	"Cyprus - CAA"	
"5045"	"Cyprus - Other"	
"100180"	"Cyprus - Other - Production organisation"	
"100388"	"Cyprus - Other - Flight Crew Training organisation"	
"100596"	"Cyprus - Other - Flight Information Service Provider"	
"100804"	"Cyprus - Other - Continuous airworthiness monitoring organisation"	
"101012"	"Cyprus - Other - Ground handling organisation"	
"101220"	"Cyprus - Other - Individuals"	
"7045"	"Cyprus - Other - Design organisation"	
"10045"	"Cyprus - Other - Aerodrome operator"	
"11045"	"Cyprus - Other - ATM equipment maintenance organisation"	
"9045"	"Cyprus - Other - Air Navigation Service Provider"	
"12045"	"Cyprus - Other - Apron Management Service Provider"	
"8045"	"Cyprus - Other - Maintenance organisation"	
"6045"	"Cyprus - Other - Aircraft operator"	
"46"	"Czech Republic"	
"1046"	"Czech Republic - AAII"	
"2046"	"Czech Republic - CAA"	
"5046"	"Czech Republic - Other"	
"100181"	"Czech Republic - Other - Production organisation"	
"100389"	"Czech Republic - Other - Flight Crew Training organisation"	
"100597"	"Czech Republic - Other - Flight Information Service Provider"	
"100805"	"Czech Republic - Other - Continuous airworthiness monitoring organisation"	
"101013"	"Czech Republic - Other - Ground handling organisation"	
"101221"	"Czech Republic - Other - Individuals"	
"7046"	"Czech Republic - Other - Design organisation"	
"10046"	"Czech Republic - Other - Aerodrome operator"	
"11046"	"Czech Republic - Other - ATM equipment maintenance organisation"	
"9046"	"Czech Republic - Other - Air Navigation Service Provider"	
"12046"	"Czech Republic - Other - Apron Management Service Provider"	
"8046"	"Czech Republic - Other - Maintenance organisation"	
"6046"	"Czech Republic - Other - Aircraft operator"	
"47"	"Denmark"	
"1047"	"Denmark - AAIB"	
"2047"	"Denmark - CAA"	
"5047"	"Denmark - Other"	
"100182"	"Denmark - Other - Production organisation"	
"100390"	"Denmark - Other - Flight Crew Training organisation"	
"100598"	"Denmark - Other - Flight Information Service Provider"	
"100806"	"Denmark - Other - Continuous airworthiness monitoring organisation"	
"101014"	"Denmark - Other - Ground handling organisation"	
"101222"	"Denmark - Other - Individuals"	
"7047"	"Denmark - Other - Design organisation"	
"10047"	"Denmark - Other - Aerodrome operator"	
"11047"	"Denmark - Other - ATM equipment maintenance organisation"	
"9047"	"Denmark - Other - Air Navigation Service Provider"	
"12047"	"Denmark - Other - Apron Management Service Provider"	
"8047"	"Denmark - Other - Maintenance organisation"	
"6047"	"Denmark - Other - Aircraft operator"	
"48"	"Djibouti"	
"1048"	"Djibouti - AIB"	
"2048"	"Djibouti - CAA"	
"5048"	"Djibouti - Other"	
"100183"	"Djibouti - Other - Production organisation"	
"100391"	"Djibouti - Other - Flight Crew Training organisation"	
"100599"	"Djibouti - Other - Flight Information Service Provider"	
"100807"	"Djibouti - Other - Continuous airworthiness monitoring organisation"	
"101015"	"Djibouti - Other - Ground handling organisation"	
"101223"	"Djibouti - Other - Individuals"	
"7048"	"Djibouti - Other - Design organisation"	
"10048"	"Djibouti - Other - Aerodrome operator"	
"11048"	"Djibouti - Other - ATM equipment maintenance organisation"	
"9048"	"Djibouti - Other - Air Navigation Service Provider"	
"12048"	"Djibouti - Other - Apron Management Service Provider"	
"8048"	"Djibouti - Other - Maintenance organisation"	
"6048"	"Djibouti - Other - Aircraft operator"	
"49"	"Dominica"	
"1049"	"Dominica - AIB"	
"2049"	"Dominica - CAA"	
"5049"	"Dominica - Other"	
"100184"	"Dominica - Other - Production organisation"	
"100392"	"Dominica - Other - Flight Crew Training organisation"	
"100600"	"Dominica - Other - Flight Information Service Provider"	
